set,indice
train,3574
train,14413
train,7620
train,34628
train,44339
train,32536
train,47115
train,1951
train,10140
train,48145
train,9267
train,40546
train,61616
train,60259
train,18400
train,34620
train,7678
train,14096
train,7597
train,10917
train,59873
train,53940
train,59730
train,31719
train,11116
train,27284
train,47288
train,48491
train,26620
train,17449
train,52127
train,36840
train,61778
train,55656
train,10570
train,29546
train,13159
train,41242
train,16049
train,22047
train,61512
train,30333
train,60342
train,59111
train,59081
train,56506
train,47933
train,7579
train,7243
train,6416
train,26907
train,4629
train,15253
train,4549
train,9245
train,8185
train,20901
train,26918
train,20786
train,40737
train,24916
train,31415
train,2161
train,38454
train,10488
train,61773
train,26792
train,44632
train,7937
train,29547
train,34870
train,29086
train,55816
train,3415
train,12064
train,33435
train,50418
train,37909
train,29856
train,57412
train,45452
train,51949
train,13625
train,47493
train,31190
train,58783
train,23486
train,11103
train,8244
train,52385
train,32622
train,60417
train,42281
train,618
train,24563
train,20130
train,7523
train,29744
train,3960
train,31016
train,42186
train,12041
train,41290
train,53462
train,19307
train,9212
train,19002
train,60452
train,17462
train,15216
train,28577
train,45542
train,58633
train,60754
train,35675
train,44986
train,56847
train,9853
train,50115
train,21535
train,60628
train,14311
train,15341
train,40476
train,15411
train,40527
train,13080
train,6493
train,57778
train,15726
train,5718
train,18750
train,17490
train,45068
train,52515
train,8198
train,12176
train,9638
train,10761
train,37729
train,30954
train,30570
train,58328
train,41411
train,37226
train,50509
train,46091
train,33214
train,46893
train,38074
train,19654
train,32166
train,59496
train,35621
train,31014
train,14414
train,23899
train,46976
train,6060
train,17628
train,2232
train,49275
train,55648
train,29580
train,35998
train,56897
train,9417
train,36320
train,13863
train,57489
train,34347
train,15049
train,30753
train,10698
train,733
train,51424
train,23608
train,24106
train,50321
train,49558
train,19420
train,8748
train,22593
train,31809
train,36108
train,19834
train,48157
train,956
train,33355
train,6920
train,34765
train,3030
train,40493
train,4077
train,3592
train,26824
train,34568
train,39607
train,42453
train,46793
train,13967
train,37663
train,54630
train,18160
train,55038
train,46072
train,17010
train,37354
train,38893
train,50772
train,57425
train,45379
train,8619
train,16529
train,48724
train,49085
train,50048
train,6538
train,30701
train,2123
train,55139
train,34509
train,54195
train,37494
train,43319
train,11676
train,31614
train,35037
train,35490
train,44160
train,2413
train,54510
train,39452
train,51066
train,4595
train,27659
train,58511
train,50144
train,42188
train,16939
train,19065
train,12520
train,56559
train,50609
train,62008
train,10766
train,42583
train,43514
train,35864
train,33761
train,18557
train,47000
train,19910
train,23778
train,25163
train,54437
train,48030
train,51325
train,6147
train,25230
train,14975
train,61389
train,15484
train,40534
train,21665
train,43022
train,38436
train,44766
train,53404
train,59139
train,53569
train,57118
train,34082
train,56874
train,552
train,1546
train,1519
train,38873
train,57560
train,12454
train,23054
train,19438
train,46676
train,14742
train,438
train,50142
train,58750
train,879
train,48396
train,9224
train,44237
train,14677
train,7938
train,7385
train,24541
train,31754
train,12592
train,6832
train,4455
train,17312
train,17785
train,11836
train,1239
train,31428
train,52324
train,10481
train,60414
train,55371
train,19089
train,24682
train,52597
train,59309
train,61967
train,30215
train,54605
train,19886
train,7801
train,13872
train,21933
train,53203
train,43560
train,15150
train,49574
train,28761
train,10763
train,13332
train,49212
train,19261
train,1451
train,48529
train,5164
train,60879
train,41896
train,57810
train,5451
train,54260
train,25572
train,4829
train,46296
train,54547
train,42298
train,25131
train,3804
train,36953
train,5612
train,36317
train,42616
train,51240
train,54718
train,42752
train,54143
train,2690
train,9097
train,35330
train,19136
train,12226
train,20641
train,10149
train,36706
train,54215
train,26403
train,16473
train,41410
train,35120
train,24436
train,54128
train,53708
train,19784
train,51306
train,32322
train,19325
train,49529
train,54883
train,59475
train,2511
train,33861
train,6867
train,12375
train,23143
train,38655
train,14400
train,18773
train,39107
train,23142
train,39731
train,61076
train,9468
train,33921
train,362
train,57187
train,25389
train,28469
train,48935
train,60505
train,19102
train,8946
train,3402
train,22989
train,56981
train,58493
train,2893
train,61221
train,32679
train,53627
train,31352
train,16559
train,2621
train,28175
train,35937
train,22516
train,14025
train,28864
train,61903
train,858
train,3602
train,47090
train,53756
train,58191
train,6280
train,40642
train,19362
train,13883
train,33194
train,2070
train,46738
train,41126
train,39720
train,50913
train,28219
train,59960
train,41890
train,55630
train,13227
train,24383
train,57814
train,10991
train,8648
train,56096
train,34920
train,32119
train,11616
train,53399
train,27290
train,52827
train,6941
train,12256
train,57739
train,37666
train,1613
train,13156
train,26197
train,35634
train,33031
train,40111
train,47444
train,23169
train,21446
train,30643
train,61568
train,4127
train,58962
train,9357
train,49054
train,28132
train,49951
train,60727
train,18886
train,7827
train,55286
train,26107
train,283
train,58081
train,17004
train,41102
train,42496
train,28982
train,59943
train,24010
train,62045
train,57189
train,53577
train,21443
train,47032
train,49306
train,7509
train,17968
train,17328
train,43093
train,51018
train,27722
train,28036
train,40486
train,36263
train,31895
train,45041
train,31229
train,24062
train,18779
train,28045
train,41787
train,25159
train,20466
train,6443
train,22900
train,14000
train,2144
train,21501
train,34398
train,47049
train,30808
train,53729
train,17101
train,62122
train,27807
train,33862
train,7807
train,49012
train,10784
train,50552
train,15768
train,3819
train,58016
train,13896
train,31550
train,44519
train,22790
train,16565
train,16369
train,21470
train,34507
train,10286
train,46067
train,18298
train,10301
train,56618
train,35807
train,56407
train,31057
train,18819
train,17551
train,17728
train,28703
train,16177
train,3486
train,30887
train,42550
train,23785
train,34573
train,37210
train,4657
train,4637
train,28106
train,16682
train,27809
train,13420
train,26744
train,31169
train,11405
train,12677
train,31465
train,61945
train,14036
train,31212
train,50576
train,55400
train,57901
train,10404
train,16384
train,10971
train,12660
train,38617
train,45337
train,14186
train,16243
train,19359
train,30563
train,36721
train,44956
train,510
train,59132
train,38265
train,12559
train,26143
train,53410
train,20559
train,16861
train,8881
train,47704
train,35420
train,5078
train,20337
train,4227
train,26474
train,31237
train,36114
train,9654
train,11555
train,58289
train,52966
train,23123
train,44718
train,50085
train,53679
train,23499
train,11025
train,45306
train,31509
train,60301
train,553
train,8038
train,32675
train,4151
train,4838
train,26320
train,40489
train,2147
train,27376
train,30233
train,8064
train,548
train,20842
train,30833
train,35745
train,42664
train,9229
train,15954
train,31445
train,54147
train,30700
train,42876
train,369
train,33814
train,6098
train,59583
train,24472
train,28217
train,56173
train,19835
train,6129
train,47475
train,16867
train,52371
train,45987
train,50068
train,45316
train,25660
train,43266
train,47968
train,11593
train,35694
train,20733
train,44426
train,6726
train,52905
train,55989
train,54273
train,37630
train,27756
train,50937
train,24498
train,48306
train,54801
train,31146
train,32145
train,16706
train,19119
train,35560
train,19340
train,38396
train,37734
train,39210
train,30120
train,4962
train,9286
train,47221
train,33963
train,2473
train,20939
train,4698
train,8250
train,18325
train,24133
train,31096
train,34367
train,61329
train,53193
train,1061
train,23550
train,31275
train,39499
train,36860
train,6130
train,46328
train,32454
train,10803
train,54004
train,31694
train,31908
train,55411
train,55337
train,34268
train,9031
train,15061
train,49956
train,61087
train,22444
train,20382
train,40059
train,42524
train,44144
train,32888
train,8068
train,19418
train,17438
train,40754
train,4818
train,56368
train,8342
train,48421
train,11076
train,54925
train,54918
train,21814
train,51225
train,38481
train,11437
train,34056
train,15545
train,6614
train,46596
train,29777
train,46397
train,39050
train,43101
train,38331
train,14704
train,19326
train,1576
train,20987
train,60199
train,22386
train,14667
train,5540
train,51852
train,31534
train,1645
train,17773
train,8200
train,2547
train,9552
train,15165
train,22307
train,59851
train,46386
train,47207
train,53543
train,36124
train,51670
train,9850
train,26131
train,88
train,43699
train,42233
train,59170
train,28749
train,50851
train,16241
train,35886
train,12681
train,38886
train,6515
train,25681
train,22972
train,212
train,2422
train,28511
train,38827
train,29152
train,40339
train,20834
train,40662
train,41167
train,40395
train,9839
train,51002
train,55578
train,16986
train,25349
train,46261
train,18049
train,44033
train,47436
train,43531
train,39725
train,9542
train,33298
train,5260
train,35932
train,24534
train,51876
train,40594
train,39583
train,43960
train,8298
train,3372
train,34856
train,54471
train,48085
train,40077
train,26988
train,50064
train,43041
train,61237
train,18328
train,43203
train,9035
train,17168
train,39896
train,53661
train,40322
train,56732
train,986
train,27042
train,56393
train,39188
train,54607
train,21872
train,42035
train,47766
train,9919
train,59895
train,43294
train,43702
train,52939
train,10248
train,58591
train,39839
train,21210
train,19862
train,49048
train,12324
train,50294
train,51817
train,61569
train,38836
train,53366
train,15398
train,49813
train,8775
train,48703
train,46437
train,8675
train,10660
train,25952
train,46087
train,33664
train,38061
train,32982
train,16103
train,42199
train,43121
train,16636
train,48835
train,4766
train,42695
train,7588
train,35493
train,33773
train,48325
train,6277
train,18690
train,57984
train,42355
train,43288
train,10563
train,36023
train,2155
train,35931
train,17353
train,61461
train,56143
train,56002
train,609
train,56221
train,45364
train,18203
train,53658
train,72
train,54640
train,12735
train,3526
train,13115
train,6973
train,27805
train,17270
train,11635
train,61236
train,4745
train,6789
train,36552
train,53104
train,1782
train,38054
train,5563
train,49015
train,32916
train,59131
train,29114
train,12024
train,27719
train,15801
train,2130
train,8092
train,32025
train,2371
train,32526
train,54135
train,11500
train,43463
train,22891
train,25058
train,26054
train,12059
train,32407
train,21217
train,2799
train,29901
train,37846
train,3753
train,51983
train,53115
train,37094
train,34298
train,22305
train,26150
train,45601
train,2358
train,32394
train,58951
train,30006
train,22678
train,8787
train,22879
train,9876
train,38659
train,33476
train,10549
train,5591
train,50029
train,4338
train,2307
train,45212
train,17230
train,4986
train,22881
train,534
train,17398
train,1826
train,54679
train,28895
train,59767
train,55833
train,60228
train,51625
train,61243
train,6668
train,33506
train,25007
train,17083
train,22334
train,44797
train,46875
train,19850
train,32666
train,38721
train,17518
train,1002
train,52344
train,7747
train,42167
train,14415
train,30134
train,51477
train,4301
train,27190
train,32581
train,26932
train,14850
train,35013
train,54406
train,32661
train,55393
train,1411
train,34215
train,4380
train,9928
train,7964
train,16494
train,8687
train,61077
train,47506
train,17724
train,22877
train,41563
train,50594
train,47781
train,46516
train,56435
train,30495
train,40338
train,32418
train,33098
train,3816
train,11510
train,55541
train,42509
train,13958
train,50089
train,25095
train,28308
train,9348
train,29006
train,16831
train,45593
train,25918
train,36947
train,28781
train,5017
train,50557
train,36974
train,25561
train,24097
train,38840
train,18410
train,49172
train,39130
train,24889
train,47797
train,34503
train,32010
train,25925
train,10848
train,12541
train,22264
train,2080
train,20488
train,20360
train,39734
train,25242
train,30124
train,7520
train,45646
train,24665
train,7351
train,21845
train,16913
train,10216
train,52961
train,6816
train,61992
train,1390
train,11023
train,39849
train,37519
train,43769
train,51204
train,31061
train,45710
train,40135
train,52865
train,46597
train,21539
train,50076
train,58515
train,60253
train,47838
train,58487
train,9099
train,4232
train,46684
train,2603
train,20612
train,6837
train,18125
train,10332
train,52025
train,16933
train,24730
train,21633
train,2782
train,22929
train,20758
train,55366
train,53208
train,40179
train,23683
train,36511
train,17508
train,27534
train,7982
train,61997
train,40526
train,46755
train,41628
train,13808
train,61451
train,13151
train,56491
train,35465
train,55234
train,13862
train,5864
train,51417
train,46221
train,26599
train,36145
train,37097
train,33753
train,58703
train,13207
train,30003
train,22176
train,54381
train,54678
train,40310
train,17763
train,23623
train,26388
train,13814
train,31253
train,42457
train,54717
train,53328
train,15845
train,52564
train,42944
train,44024
train,52161
train,31883
train,17768
train,33016
train,34405
train,53372
train,16886
train,49665
train,11875
train,11729
train,4336
train,35696
train,32314
train,23815
train,5141
train,799
train,15220
train,15254
train,50134
train,19976
train,16562
train,5992
train,30586
train,18492
train,48304
train,12962
train,25785
train,21546
train,39392
train,36304
train,37057
train,55963
train,43052
train,16782
train,19769
train,6099
train,31542
train,4973
train,16665
train,14265
train,462
train,16102
train,3002
train,3227
train,59598
train,14315
train,10574
train,19000
train,35016
train,5942
train,8569
train,12791
train,14599
train,8838
train,38931
train,58253
train,8855
train,46863
train,5255
train,5732
train,18597
train,6432
train,8730
train,52453
train,35423
train,36183
train,19020
train,2172
train,28736
train,39193
train,50292
train,48522
train,37173
train,8226
train,60703
train,52414
train,60508
train,50622
train,57098
train,10622
train,11980
train,18166
train,4302
train,51524
train,29300
train,50243
train,23010
train,38354
train,55590
train,14685
train,61234
train,49777
train,17055
train,50806
train,36519
train,19247
train,10978
train,16500
train,30441
train,22134
train,17517
train,58609
train,39848
train,57834
train,22292
train,56195
train,58082
train,61815
train,12976
train,26921
train,38371
train,11622
train,40153
train,18010
train,3276
train,52626
train,58109
train,59464
train,9710
train,59726
train,45065
train,27349
train,33150
train,12602
train,58821
train,24645
train,52036
train,53673
train,7394
train,12914
train,43114
train,59975
train,19616
train,35944
train,59122
train,38203
train,40032
train,25285
train,61390
train,26648
train,52459
train,55046
train,60777
train,753
train,1514
train,35961
train,18809
train,30160
train,15961
train,19168
train,28897
train,14984
train,51350
train,11257
train,17678
train,4263
train,16099
train,56957
train,58277
train,45957
train,17181
train,41571
train,41248
train,43232
train,4293
train,43230
train,27041
train,51038
train,19239
train,6158
train,26211
train,35123
train,47454
train,18280
train,24932
train,14611
train,6213
train,54917
train,50164
train,33184
train,44609
train,16934
train,14268
train,40865
train,28506
train,5281
train,8650
train,33458
train,13174
train,29453
train,38326
train,44940
train,51215
train,33701
train,21901
train,13535
train,58334
train,23558
train,30553
train,59353
train,52304
train,57735
train,43526
train,25996
train,35892
train,29921
train,24468
train,60728
train,5526
train,8581
train,19280
train,39609
train,28096
train,50617
train,7947
train,60347
train,4742
train,20672
train,58073
train,3889
train,48504
train,19719
train,40345
train,40728
train,51742
train,3650
train,31945
train,60715
train,47584
train,28996
train,27557
train,35198
train,28721
train,53246
train,43420
train,25881
train,25323
train,25275
train,12544
train,39687
train,54629
train,52446
train,32297
train,40117
train,14675
train,59805
train,45671
train,59569
train,47512
train,23044
train,47654
train,10007
train,13390
train,14784
train,10421
train,4351
train,57623
train,15822
train,53426
train,39578
train,49986
train,34602
train,60209
train,57954
train,3120
train,6766
train,2992
train,23856
train,54973
train,38340
train,26170
train,52498
train,8827
train,29872
train,25087
train,21419
train,33356
train,39370
train,30100
train,7176
train,36030
train,11773
train,16884
train,58035
train,35828
train,13038
train,58030
train,40529
train,16263
train,31921
train,34899
train,12588
train,26467
train,5457
train,45512
train,33579
train,13213
train,21392
train,30478
train,31259
train,47967
train,14642
train,24093
train,26770
train,55480
train,29758
train,29125
train,53472
train,14618
train,52701
train,21468
train,52665
train,35852
train,49462
train,21200
train,38993
train,34166
train,22483
train,13887
train,43247
train,24270
train,1320
train,43445
train,14891
train,25352
train,7803
train,21759
train,8934
train,27191
train,51418
train,43945
train,3404
train,43196
train,53833
train,10266
train,59404
train,12338
train,59921
train,8989
train,54762
train,42655
train,17099
train,30216
train,41030
train,45547
train,5286
train,60614
train,14041
train,1080
train,19573
train,38467
train,39453
train,41401
train,52547
train,39831
train,487
train,21896
train,28872
train,14668
train,11102
train,34371
train,14778
train,47388
train,41701
train,22530
train,52343
train,61213
train,44324
train,57474
train,6077
train,50795
train,9991
train,22762
train,48064
train,50480
train,33663
train,59426
train,33399
train,36288
train,1595
train,51928
train,59746
train,1974
train,25958
train,11373
train,40618
train,31046
train,21839
train,51412
train,57086
train,27018
train,32930
train,33974
train,61005
train,12853
train,11540
train,4895
train,7129
train,28532
train,35935
train,36819
train,29454
train,27685
train,16370
train,28264
train,41090
train,17625
train,7838
train,61934
train,45385
train,8786
train,37319
train,26240
train,52777
train,13193
train,7515
train,2347
train,46750
train,32790
train,47981
train,15570
train,2969
train,7355
train,3147
train,22362
train,784
train,14272
train,23996
train,25522
train,7366
train,40814
train,3178
train,42818
train,25932
train,16703
train,12710
train,19365
train,34831
train,25327
train,6460
train,49969
train,18903
train,46860
train,33428
train,41678
train,41619
train,28890
train,27694
train,18731
train,56700
train,35663
train,41053
train,5605
train,32704
train,26928
train,36057
train,8853
train,50013
train,2885
train,38632
train,14355
train,38179
train,55719
train,17114
train,40369
train,45408
train,23508
train,7349
train,7119
train,14845
train,56657
train,28529
train,33925
train,28856
train,28092
train,14119
train,28197
train,7883
train,43222
train,31673
train,33848
train,58065
train,13646
train,55610
train,13108
train,53602
train,28227
train,54063
train,41115
train,14625
train,61999
train,20785
train,38975
train,56829
train,39551
train,26999
train,32794
train,19081
train,26146
train,60554
train,47583
train,21080
train,33945
train,23485
train,19554
train,55340
train,42012
train,52203
train,36250
train,28903
train,24181
train,7976
train,51960
train,17037
train,11847
train,54095
train,9632
train,13797
train,51986
train,40925
train,57536
train,3751
train,40759
train,52226
train,35287
train,33026
train,10429
train,40047
train,40225
train,38503
train,52934
train,49565
train,22436
train,24810
train,6008
train,13786
train,60358
train,29221
train,28040
train,29408
train,51452
train,58459
train,5538
train,6004
train,28049
train,45474
train,38594
train,46620
train,60578
train,29995
train,44683
train,57262
train,51836
train,10793
train,2253
train,43364
train,48628
train,19775
train,57077
train,51556
train,27731
train,18360
train,53444
train,28472
train,905
train,38677
train,31798
train,25155
train,36630
train,55743
train,3589
train,3861
train,1469
train,61441
train,56273
train,39398
train,56560
train,50242
train,43692
train,54520
train,2802
train,15046
train,12531
train,19489
train,21306
train,35952
train,33297
train,41630
train,14719
train,5039
train,25217
train,57692
train,7182
train,59482
train,35652
train,48195
train,8086
train,35744
train,41415
train,4016
train,39251
train,27968
train,23389
train,19459
train,25810
train,44752
train,6224
train,16514
train,38879
train,36247
train,50075
train,42474
train,54188
train,10936
train,52574
train,6234
train,61835
train,43285
train,13701
train,15854
train,1312
train,20643
train,60314
train,34576
train,52361
train,39586
train,37256
train,43991
train,17889
train,57675
train,13632
train,48696
train,43079
train,26287
train,16123
train,52060
train,56314
train,28758
train,57879
train,32180
train,27282
train,54902
train,21629
train,45680
train,13521
train,21852
train,37039
train,40488
train,20154
train,36893
train,55324
train,41855
train,54939
train,20483
train,42220
train,57929
train,14858
train,41962
train,20126
train,54457
train,11578
train,33304
train,33196
train,47820
train,33073
train,53327
train,13736
train,271
train,21183
train,16915
train,15649
train,48936
train,8639
train,58114
train,45116
train,47730
train,31957
train,50120
train,32360
train,19957
train,49047
train,5359
train,24994
train,4530
train,18154
train,55489
train,29463
train,43191
train,9359
train,3051
train,29600
train,3997
train,41509
train,28094
train,37449
train,33437
train,14933
train,48180
train,3732
train,36411
train,40266
train,17637
train,34247
train,47984
train,17461
train,26134
train,58220
train,43568
train,42482
train,12869
train,25379
train,16923
train,41010
train,15453
train,60611
train,38309
train,42632
train,25901
train,14252
train,54576
train,57494
train,31462
train,39888
train,8236
train,40098
train,11608
train,25891
train,58718
train,22103
train,47133
train,43504
train,20578
train,39482
train,32687
train,55455
train,44977
train,20023
train,55874
train,35562
train,29977
train,55684
train,54712
train,8882
train,33011
train,49654
train,24180
train,53044
train,59319
train,24399
train,37564
train,40945
train,41659
train,57218
train,5018
train,26241
train,59052
train,20417
train,43869
train,34025
train,48364
train,34448
train,29823
train,12026
train,10063
train,30837
train,60236
train,39620
train,2337
train,11749
train,2655
train,1287
train,8961
train,9206
train,43600
train,40191
train,44201
train,46401
train,7833
train,31101
train,37590
train,20955
train,37576
train,44091
train,13556
train,56381
train,4231
train,5193
train,17386
train,15616
train,1317
train,55462
train,45911
train,29983
train,18972
train,57949
train,39446
train,47001
train,59822
train,36740
train,14491
train,45238
train,15871
train,12023
train,27897
train,53844
train,55853
train,21231
train,54548
train,30000
train,37700
train,10294
train,1442
train,3558
train,14201
train,2001
train,9944
train,24360
train,26004
train,51580
train,46693
train,6748
train,6875
train,32087
train,56131
train,61515
train,17859
train,41815
train,36967
train,15786
train,5109
train,44246
train,6444
train,45526
train,57682
train,59230
train,57031
train,12931
train,50337
train,39336
train,9864
train,46511
train,59745
train,31342
train,305
train,3869
train,21732
train,3522
train,57660
train,61957
train,1014
train,7951
train,6799
train,7920
train,48082
train,9522
train,43167
train,40699
train,18680
train,61092
train,54713
train,61048
train,48012
train,22054
train,20037
train,26075
train,4531
train,4832
train,30592
train,16287
train,9407
train,21406
train,43615
train,42667
train,559
train,50051
train,41901
train,53393
train,31974
train,4435
train,17042
train,18455
train,236
train,24711
train,9136
train,5284
train,34711
train,8489
train,5253
train,7826
train,48721
train,40291
train,50372
train,14790
train,34072
train,42237
train,44214
train,44054
train,23678
train,29980
train,49959
train,2708
train,44285
train,36960
train,58628
train,28966
train,2216
train,41568
train,20069
train,8148
train,30138
train,26077
train,48972
train,4375
train,36326
train,6442
train,13499
train,50197
train,33447
train,29059
train,42109
train,43619
train,39126
train,53089
train,4161
train,17987
train,56271
train,51717
train,47403
train,59175
train,458
train,51671
train,38600
train,50429
train,28504
train,5424
train,49580
train,6167
train,37881
train,38889
train,21141
train,7376
train,28223
train,41770
train,30658
train,30538
train,43561
train,43007
train,1043
train,57703
train,11154
train,47057
train,2041
train,38709
train,20730
train,45968
train,40576
train,57588
train,50748
train,24061
train,56853
train,22458
train,59528
train,4168
train,18211
train,47755
train,16266
train,46867
train,32921
train,36993
train,50063
train,11285
train,19866
train,48565
train,31077
train,23076
train,5378
train,5962
train,58097
train,53428
train,37143
train,3174
train,20034
train,18638
train,21380
train,1591
train,43370
train,51436
train,54951
train,59479
train,15283
train,33610
train,14198
train,38390
train,23148
train,54907
train,38685
train,51136
train,42687
train,41444
train,2540
train,51613
train,4641
train,2472
train,57108
train,32781
train,46947
train,32186
train,36138
train,13039
train,18271
train,57636
train,30796
train,30431
train,34032
train,38137
train,11277
train,6775
train,54521
train,49454
train,42495
train,55778
train,22856
train,40219
train,48691
train,37150
train,46416
train,61861
train,49375
train,21255
train,52424
train,19394
train,37744
train,18069
train,2524
train,40864
train,25423
train,59371
train,25148
train,20590
train,43488
train,12359
train,58216
train,21476
train,30899
train,12009
train,33254
train,3896
train,37483
train,60550
train,55715
train,9167
train,47625
train,38512
train,55948
train,30681
train,49259
train,52962
train,16235
train,55679
train,42275
train,61573
train,10010
train,33673
train,51261
train,43376
train,61540
train,42973
train,31502
train,46343
train,8819
train,20111
train,30109
train,29021
train,42325
train,7539
train,46703
train,43374
train,9422
train,31641
train,60910
train,57225
train,34341
train,10596
train,52590
train,46907
train,17078
train,44494
train,58534
train,31657
train,52781
train,9227
train,23912
train,45763
train,18131
train,39047
train,59754
train,48169
train,13962
train,43341
train,26029
train,18532
train,27678
train,14053
train,12089
train,40347
train,59668
train,17368
train,26040
train,41361
train,27603
train,35680
train,42994
train,58913
train,32676
train,7479
train,9732
train,8778
train,8358
train,15656
train,12609
train,20589
train,14017
train,47251
train,15899
train,34791
train,16172
train,1354
train,31366
train,44406
train,19703
train,35669
train,31947
train,54970
train,7109
train,25641
train,58305
train,26138
train,21939
train,223
train,58687
train,12368
train,7032
train,25086
train,51827
train,891
train,41221
train,59567
train,34965
train,5471
train,29304
train,39558
train,22860
train,45802
train,41023
train,57849
train,36192
train,839
train,37260
train,7266
train,58917
train,44888
train,55798
train,36924
train,55274
train,32841
train,25765
train,10068
train,42849
train,15075
train,47938
train,24421
train,39353
train,51302
train,40317
train,41111
train,40627
train,14144
train,29296
train,50560
train,6958
train,20227
train,22789
train,19602
train,14018
train,45971
train,37945
train,43670
train,35184
train,1560
train,4344
train,49685
train,40151
train,48187
train,40271
train,35004
train,18155
train,1935
train,53786
train,493
train,3370
train,10845
train,37514
train,21698
train,6117
train,40222
train,18060
train,50698
train,59643
train,35169
train,47354
train,10849
train,53895
train,59892
train,46458
train,9815
train,9381
train,6393
train,6734
train,43642
train,17870
train,21946
train,33348
train,7322
train,28172
train,50804
train,17920
train,42923
train,20087
train,31564
train,13773
train,8050
train,60845
train,37280
train,50217
train,12471
train,37379
train,22243
train,16975
train,42393
train,59327
train,44286
train,26477
train,28507
train,3676
train,25714
train,16427
train,39091
train,14136
train,21004
train,29645
train,32026
train,2330
train,1729
train,18798
train,54963
train,46853
train,60797
train,61208
train,51494
train,8615
train,14383
train,61949
train,19776
train,952
train,21164
train,27973
train,42382
train,247
train,24847
train,14349
train,6843
train,50953
train,29566
train,52486
train,6923
train,60826
train,16285
train,6274
train,33524
train,41015
train,18659
train,57992
train,41236
train,25865
train,47794
train,55941
train,15321
train,34806
train,42733
train,3950
train,41541
train,1765
train,52926
train,27844
train,41834
train,40835
train,10911
train,18630
train,8925
train,57876
train,43865
train,11407
train,62044
train,10215
train,272
train,34511
train,17316
train,52660
train,61152
train,29483
train,43236
train,55422
train,6066
train,45500
train,3084
train,33888
train,52681
train,15431
train,11286
train,512
train,29168
train,1489
train,9248
train,26365
train,54658
train,45516
train,34280
train,53385
train,7330
train,27883
train,580
train,41154
train,22115
train,56395
train,43279
train,59925
train,14630
train,6944
train,43291
train,36971
train,58088
train,25418
train,9438
train,12482
train,9834
train,22543
train,42741
train,8355
train,35296
train,18706
train,12426
train,13449
train,39728
train,11209
train,50060
train,29650
train,39436
train,6459
train,53382
train,18092
train,44950
train,53192
train,58576
train,30322
train,44645
train,45742
train,62048
train,25120
train,57449
train,41647
train,17337
train,42449
train,13593
train,10514
train,32264
train,54278
train,13914
train,32266
train,49475
train,53907
train,10492
train,19879
train,33115
train,31801
train,33069
train,24174
train,41755
train,47668
train,39637
train,1510
train,29131
train,56777
train,9370
train,44113
train,36726
train,53318
train,26608
train,60888
train,13421
train,29115
train,126
train,4264
train,37014
train,47596
train,13231
train,20721
train,1931
train,32246
train,23147
train,3548
train,33160
train,60426
train,19833
train,46450
train,19664
train,54817
train,1143
train,50308
train,20192
train,59896
train,48366
train,54035
train,24530
train,55725
train,15862
train,17792
train,32127
train,47803
train,3278
train,54505
train,41351
train,43646
train,52096
train,8545
train,49894
train,50021
train,10148
train,53970
train,34457
train,30656
train,13098
train,57878
train,52988
train,52209
train,43694
train,53150
train,13995
train,38669
train,50745
train,58407
train,38915
train,34953
train,24287
train,45457
train,12707
train,6214
train,7643
train,17136
train,60574
train,4256
train,34702
train,45425
train,25018
train,15303
train,4684
train,40018
train,46174
train,6695
train,44357
train,58371
train,5403
train,39694
train,20806
train,38241
train,45413
train,38073
train,44905
train,47418
train,53937
train,55071
train,25642
train,30645
train,37475
train,7950
train,47805
train,23520
train,41610
train,35613
train,60014
train,8804
train,25735
train,17989
train,55583
train,53174
train,55242
train,31995
train,52466
train,47396
train,17033
train,52536
train,32105
train,8494
train,38232
train,18334
train,23191
train,1524
train,10751
train,59907
train,32517
train,23978
train,27509
train,45228
train,7885
train,29111
train,48819
train,16907
train,18738
train,26790
train,32965
train,3459
train,11982
train,19681
train,34281
train,44204
train,24397
train,5865
train,38432
train,17558
train,7743
train,35440
train,29095
train,29235
train,44616
train,36692
train,6084
train,27365
train,8884
train,22773
train,11137
train,47361
train,61448
train,41868
train,24357
train,13252
train,36616
train,11794
train,28416
train,30255
train,586
train,33096
train,36703
train,50086
train,33415
train,26295
train,56106
train,20267
train,5309
train,43957
train,45871
train,41503
train,58168
train,5678
train,57751
train,16506
train,44608
train,46322
train,34368
train,8258
train,43492
train,36368
train,41319
train,27261
train,9619
train,3811
train,34564
train,15415
train,30264
train,56192
train,61908
train,34275
train,55681
train,54696
train,54604
train,41100
train,18314
train,2759
train,9258
train,27820
train,13262
train,11511
train,2078
train,18243
train,49754
train,19433
train,43727
train,28638
train,26658
train,53316
train,4517
train,25636
train,31038
train,5190
train,11949
train,20075
train,11483
train,10016
train,37802
train,65
train,3910
train,49251
train,5138
train,32811
train,24505
train,44060
train,2568
train,48800
train,26000
train,10949
train,20546
train,28046
train,11452
train,23677
train,49573
train,25543
train,35074
train,16755
train,37925
train,48995
train,15943
train,53333
train,10699
train,41127
train,29613
train,42055
train,9798
train,43362
train,39961
train,46664
train,995
train,6703
train,56148
train,13280
train,11816
train,19232
train,60188
train,9251
train,7714
train,37766
train,33112
train,2909
train,43882
train,26632
train,1476
train,14652
train,27040
train,32984
train,43523
train,18398
train,46180
train,54960
train,15206
train,26654
train,12447
train,27069
train,56227
train,5977
train,39759
train,58171
train,32931
train,43637
